,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Target
0,0.4476853979778242,0.13356185428130743,0.6922912328627064,0.0982018072230463,1.0063398402523693,9.185854187782027
1,0.8227884021435864,0.5310306618169156,0.7023897071209911,1.9064676962422726,0.552119975501836,13.899224044194744
2,0.9042858209618225,0.6460126721260377,1.18807975729156,0.12530689545965396,1.827211833008556,16.09583423605098
3,0.6857684443042742,0.38225740746468617,0.4558562187541,0.16093552048179927,0.44416763019247185,5.877479144994862
4,0.3610271321312075,0.32272498013706274,1.1651007965981481,0.3329818338482408,0.09483085649333176,5.859575811822204
5,1.363079304608168,1.3245252445122087,1.0389004462913705,0.32532196887348563,0.856365498551964,13.008336999197052
6,1.2295390482069444,0.8337137555273098,1.8208584687061118,1.4589231952399384,0.8721194952357648,18.50264669335711
7,0.6961665558122097,0.6932973817168179,0.46566952374303566,1.023660813020887,0.7344696838350678,11.736780559451596
8,1.080158860262344,0.33115939187579524,2.019946462198939,0.7546050436290913,0.5520465475372158,14.566048896823755
9,0.8082672029073439,0.9414636813335802,0.05068793299896422,1.6445185910511293,0.5954308352240607,11.46296301665889
10,0.7022966457703349,1.8478336577872319,0.8539415187206064,1.3629630417832719,0.19913770533022795,13.168042385234255
11,1.8770715163656775,0.5485265020870363,0.29924529458816224,0.959191915142345,1.1914204919518585,13.638103211544339
12,0.715668246169678,0.04191777689731033,0.9619113545448815,0.14890837138938354,0.3078840105538242,4.140094375910139
13,1.073481557371955,0.24879527800715168,0.9692235451737922,0.8062416839674811,0.6923578143869917,11.130293491980302
14,0.183078810352831,1.354066779862889,0.25482991687336337,0.9049333676946324,0.8308341149172862,11.346423771202819
15,0.5169571655111052,1.1165296936164386,0.3935854096335045,1.3356430236718106,0.17263903752908688,8.164173758474032
16,0.8950889808954805,0.28603552664441984,0.2866876920940141,0.5053514535138782,0.17784008928126502,7.51535199913879
17,1.1782490894275546,0.09816819117283404,1.3712919434961455,0.45216580791771516,1.3007845053848817,13.226341939618871
18,0.5031720949420885,0.6541812000589292,0.9732365209330575,0.673249236738715,0.05748877989904485,7.475822364598903
19,0.10022903054452806,0.267866628003943,1.9866970324070055,0.41505202215469195,1.3952060833791797,14.303260559831697
20,0.2114362591952705,0.6920469973761959,0.01639486176475422,0.2546387923878654,1.3169408526665158,9.137148798399089
